example_id,domain,layer,component,hook_name,metric,gold_answer,gold_token_id,gold_token_str,gold_token_count,direct_token_count,structured_token_count,baseline_score,patched_score,delta,valid_example,skip_reason
sci_025,science,35,mlp_out,blocks.35.hook_mlp_out,logit,ice particles,9853, ice,2,251,251,17.75,21.046875,3.296875,True,
sci_028,science,31,attn_out,blocks.31.hook_attn_out,logit,CO2,7284, CO,2,247,247,16.53125,16.390625,-0.140625,True,
sci_028,science,31,mlp_out,blocks.31.hook_mlp_out,logit,CO2,7284, CO,2,247,247,16.53125,16.203125,-0.328125,True,
sci_028,science,32,attn_out,blocks.32.hook_attn_out,logit,CO2,7284, CO,2,247,247,16.53125,16.734375,0.203125,True,
sci_028,science,32,mlp_out,blocks.32.hook_mlp_out,logit,CO2,7284, CO,2,247,247,16.53125,16.1875,-0.34375,True,
sci_028,science,33,attn_out,blocks.33.hook_attn_out,logit,CO2,7284, CO,2,247,247,16.53125,17.5625,1.03125,True,
sci_028,science,33,mlp_out,blocks.33.hook_mlp_out,logit,CO2,7284, CO,2,247,247,16.53125,17.15625,0.625,True,
sci_028,science,34,attn_out,blocks.34.hook_attn_out,logit,CO2,7284, CO,2,247,247,16.53125,16.875,0.34375,True,
sci_028,science,34,mlp_out,blocks.34.hook_mlp_out,logit,CO2,7284, CO,2,247,247,16.53125,16.109375,-0.421875,True,
sci_028,science,35,attn_out,blocks.35.hook_attn_out,logit,CO2,7284, CO,2,247,247,16.53125,16.71875,0.1875,True,
sci_028,science,35,mlp_out,blocks.35.hook_mlp_out,logit,CO2,7284, CO,2,247,247,16.53125,18.828125,2.296875,True,
sci_031,science,31,attn_out,blocks.31.hook_attn_out,logit,electromagnetic radiation,65569, electromagnetic,2,247,247,9.53125,9.359375,-0.171875,True,
sci_031,science,31,mlp_out,blocks.31.hook_mlp_out,logit,electromagnetic radiation,65569, electromagnetic,2,247,247,9.53125,10.4296875,0.8984375,True,
sci_031,science,32,attn_out,blocks.32.hook_attn_out,logit,electromagnetic radiation,65569, electromagnetic,2,247,247,9.53125,12.1328125,2.6015625,True,
sci_031,science,32,mlp_out,blocks.32.hook_mlp_out,logit,electromagnetic radiation,65569, electromagnetic,2,247,247,9.53125,10.5546875,1.0234375,True,
sci_031,science,33,attn_out,blocks.33.hook_attn_out,logit,electromagnetic radiation,65569, electromagnetic,2,247,247,9.53125,14.2265625,4.6953125,True,
sci_031,science,33,mlp_out,blocks.33.hook_mlp_out,logit,electromagnetic radiation,65569, electromagnetic,2,247,247,9.53125,9.375,-0.15625,True,
sci_031,science,34,attn_out,blocks.34.hook_attn_out,logit,electromagnetic radiation,65569, electromagnetic,2,247,247,9.53125,10.03125,0.5,True,
sci_031,science,34,mlp_out,blocks.34.hook_mlp_out,logit,electromagnetic radiation,65569, electromagnetic,2,247,247,9.53125,8.71875,-0.8125,True,
sci_031,science,35,attn_out,blocks.35.hook_attn_out,logit,electromagnetic radiation,65569, electromagnetic,2,247,247,9.53125,9.421875,-0.109375,True,
sci_031,science,35,mlp_out,blocks.35.hook_mlp_out,logit,electromagnetic radiation,65569, electromagnetic,2,247,247,9.53125,9.4921875,-0.0390625,True,
sci_032,science,31,attn_out,blocks.31.hook_attn_out,logit,carbon dioxide,12499, carbon,2,248,248,16.234375,17.375,1.140625,True,
sci_032,science,31,mlp_out,blocks.31.hook_mlp_out,logit,carbon dioxide,12499, carbon,2,248,248,16.234375,17.0625,0.828125,True,
sci_032,science,32,attn_out,blocks.32.hook_attn_out,logit,carbon dioxide,12499, carbon,2,248,248,16.234375,17.109375,0.875,True,
sci_032,science,32,mlp_out,blocks.32.hook_mlp_out,logit,carbon dioxide,12499, carbon,2,248,248,16.234375,16.65625,0.421875,True,
sci_032,science,33,attn_out,blocks.33.hook_attn_out,logit,carbon dioxide,12499, carbon,2,248,248,16.234375,16.484375,0.25,True,
sci_032,science,33,mlp_out,blocks.33.hook_mlp_out,logit,carbon dioxide,12499, carbon,2,248,248,16.234375,16.6875,0.453125,True,
sci_032,science,34,attn_out,blocks.34.hook_attn_out,logit,carbon dioxide,12499, carbon,2,248,248,16.234375,16.65625,0.421875,True,
sci_032,science,34,mlp_out,blocks.34.hook_mlp_out,logit,carbon dioxide,12499, carbon,2,248,248,16.234375,15.6171875,-0.6171875,True,
sci_032,science,35,attn_out,blocks.35.hook_attn_out,logit,carbon dioxide,12499, carbon,2,248,248,16.234375,16.140625,-0.09375,True,
sci_032,science,35,mlp_out,blocks.35.hook_mlp_out,logit,carbon dioxide,12499, carbon,2,248,248,16.234375,17.390625,1.15625,True,
sci_036,science,31,attn_out,blocks.31.hook_attn_out,logit,CaCO3,14413, Ca,3,249,249,15.2734375,15.7734375,0.5,True,
sci_036,science,31,mlp_out,blocks.31.hook_mlp_out,logit,CaCO3,14413, Ca,3,249,249,15.2734375,16.640625,1.3671875,True,
sci_036,science,32,attn_out,blocks.32.hook_attn_out,logit,CaCO3,14413, Ca,3,249,249,15.2734375,15.6875,0.4140625,True,
sci_036,science,32,mlp_out,blocks.32.hook_mlp_out,logit,CaCO3,14413, Ca,3,249,249,15.2734375,16.09375,0.8203125,True,
sci_036,science,33,attn_out,blocks.33.hook_attn_out,logit,CaCO3,14413, Ca,3,249,249,15.2734375,16.609375,1.3359375,True,
sci_036,science,33,mlp_out,blocks.33.hook_mlp_out,logit,CaCO3,14413, Ca,3,249,249,15.2734375,16.3125,1.0390625,True,
sci_036,science,34,attn_out,blocks.34.hook_attn_out,logit,CaCO3,14413, Ca,3,249,249,15.2734375,15.7578125,0.484375,True,
sci_036,science,34,mlp_out,blocks.34.hook_mlp_out,logit,CaCO3,14413, Ca,3,249,249,15.2734375,18.859375,3.5859375,True,
sci_036,science,35,attn_out,blocks.35.hook_attn_out,logit,CaCO3,14413, Ca,3,249,249,15.2734375,15.4765625,0.203125,True,
sci_036,science,35,mlp_out,blocks.35.hook_mlp_out,logit,CaCO3,14413, Ca,3,249,249,15.2734375,18.1875,2.9140625,True,
sci_038,science,31,attn_out,blocks.31.hook_attn_out,logit,noble gas,34382, noble,2,238,238,10.09375,9.953125,-0.140625,True,
sci_038,science,31,mlp_out,blocks.31.hook_mlp_out,logit,noble gas,34382, noble,2,238,238,10.09375,9.375,-0.71875,True,
sci_038,science,32,attn_out,blocks.32.hook_attn_out,logit,noble gas,34382, noble,2,238,238,10.09375,11.8671875,1.7734375,True,
sci_038,science,32,mlp_out,blocks.32.hook_mlp_out,logit,noble gas,34382, noble,2,238,238,10.09375,11.0546875,0.9609375,True,
sci_038,science,33,attn_out,blocks.33.hook_attn_out,logit,noble gas,34382, noble,2,238,238,10.09375,13.6015625,3.5078125,True,
sci_038,science,33,mlp_out,blocks.33.hook_mlp_out,logit,noble gas,34382, noble,2,238,238,10.09375,11.015625,0.921875,True,
sci_038,science,34,attn_out,blocks.34.hook_attn_out,logit,noble gas,34382, noble,2,238,238,10.09375,10.34375,0.25,True,
sci_038,science,34,mlp_out,blocks.34.hook_mlp_out,logit,noble gas,34382, noble,2,238,238,10.09375,9.796875,-0.296875,True,
sci_038,science,35,attn_out,blocks.35.hook_attn_out,logit,noble gas,34382, noble,2,238,238,10.09375,10.0,-0.09375,True,
sci_038,science,35,mlp_out,blocks.35.hook_mlp_out,logit,noble gas,34382, noble,2,238,238,10.09375,10.9609375,0.8671875,True,
sci_040,science,31,attn_out,blocks.31.hook_attn_out,logit,SiO2,11832, Si,3,247,247,15.9296875,16.421875,0.4921875,True,
sci_040,science,31,mlp_out,blocks.31.hook_mlp_out,logit,SiO2,11832, Si,3,247,247,15.9296875,16.46875,0.5390625,True,
sci_040,science,32,attn_out,blocks.32.hook_attn_out,logit,SiO2,11832, Si,3,247,247,15.9296875,16.84375,0.9140625,True,
sci_040,science,32,mlp_out,blocks.32.hook_mlp_out,logit,SiO2,11832, Si,3,247,247,15.9296875,16.5625,0.6328125,True,
sci_040,science,33,attn_out,blocks.33.hook_attn_out,logit,SiO2,11832, Si,3,247,247,15.9296875,16.875,0.9453125,True,
sci_040,science,33,mlp_out,blocks.33.hook_mlp_out,logit,SiO2,11832, Si,3,247,247,15.9296875,16.5625,0.6328125,True,
sci_040,science,34,attn_out,blocks.34.hook_attn_out,logit,SiO2,11832, Si,3,247,247,15.9296875,16.359375,0.4296875,True,
sci_040,science,34,mlp_out,blocks.34.hook_mlp_out,logit,SiO2,11832, Si,3,247,247,15.9296875,16.078125,0.1484375,True,
sci_040,science,35,attn_out,blocks.35.hook_attn_out,logit,SiO2,11832, Si,3,247,247,15.9296875,16.03125,0.1015625,True,
sci_040,science,35,mlp_out,blocks.35.hook_mlp_out,logit,SiO2,11832, Si,3,247,247,15.9296875,24.1875,8.2578125,True,
sci_043,science,31,attn_out,blocks.31.hook_attn_out,logit,thunderstorms,36843, thunder,2,257,257,15.6640625,16.890625,1.2265625,True,
sci_043,science,31,mlp_out,blocks.31.hook_mlp_out,logit,thunderstorms,36843, thunder,2,257,257,15.6640625,15.9140625,0.25,True,
sci_043,science,32,attn_out,blocks.32.hook_attn_out,logit,thunderstorms,36843, thunder,2,257,257,15.6640625,16.203125,0.5390625,True,
sci_043,science,32,mlp_out,blocks.32.hook_mlp_out,logit,thunderstorms,36843, thunder,2,257,257,15.6640625,15.765625,0.1015625,True,
sci_043,science,33,attn_out,blocks.33.hook_attn_out,logit,thunderstorms,36843, thunder,2,257,257,15.6640625,16.515625,0.8515625,True,
sci_043,science,33,mlp_out,blocks.33.hook_mlp_out,logit,thunderstorms,36843, thunder,2,257,257,15.6640625,14.5078125,-1.15625,True,
sci_043,science,34,attn_out,blocks.34.hook_attn_out,logit,thunderstorms,36843, thunder,2,257,257,15.6640625,16.53125,0.8671875,True,
sci_043,science,34,mlp_out,blocks.34.hook_mlp_out,logit,thunderstorms,36843, thunder,2,257,257,15.6640625,15.796875,0.1328125,True,
sci_043,science,35,attn_out,blocks.35.hook_attn_out,logit,thunderstorms,36843, thunder,2,257,257,15.6640625,15.625,-0.0390625,True,
sci_043,science,35,mlp_out,blocks.35.hook_mlp_out,logit,thunderstorms,36843, thunder,2,257,257,15.6640625,16.234375,0.5703125,True,
sci_044,science,31,attn_out,blocks.31.hook_attn_out,logit,dense ice,27950, dense,2,259,259,15.53125,15.796875,0.265625,True,
sci_044,science,31,mlp_out,blocks.31.hook_mlp_out,logit,dense ice,27950, dense,2,259,259,15.53125,15.0859375,-0.4453125,True,
sci_044,science,32,attn_out,blocks.32.hook_attn_out,logit,dense ice,27950, dense,2,259,259,15.53125,15.3046875,-0.2265625,True,
sci_044,science,32,mlp_out,blocks.32.hook_mlp_out,logit,dense ice,27950, dense,2,259,259,15.53125,15.734375,0.203125,True,
sci_044,science,33,attn_out,blocks.33.hook_attn_out,logit,dense ice,27950, dense,2,259,259,15.53125,16.1875,0.65625,True,
sci_044,science,33,mlp_out,blocks.33.hook_mlp_out,logit,dense ice,27950, dense,2,259,259,15.53125,16.859375,1.328125,True,
sci_044,science,34,attn_out,blocks.34.hook_attn_out,logit,dense ice,27950, dense,2,259,259,15.53125,15.984375,0.453125,True,
sci_044,science,34,mlp_out,blocks.34.hook_mlp_out,logit,dense ice,27950, dense,2,259,259,15.53125,16.921875,1.390625,True,
sci_044,science,35,attn_out,blocks.35.hook_attn_out,logit,dense ice,27950, dense,2,259,259,15.53125,15.734375,0.203125,True,
sci_044,science,35,mlp_out,blocks.35.hook_mlp_out,logit,dense ice,27950, dense,2,259,259,15.53125,16.375,0.84375,True,
sci_046,science,31,attn_out,blocks.31.hook_attn_out,logit,thousands of years,9037, thousands,3,251,251,10.0390625,11.09375,1.0546875,True,
sci_046,science,31,mlp_out,blocks.31.hook_mlp_out,logit,thousands of years,9037, thousands,3,251,251,10.0390625,11.5,1.4609375,True,
sci_046,science,32,attn_out,blocks.32.hook_attn_out,logit,thousands of years,9037, thousands,3,251,251,10.0390625,14.859375,4.8203125,True,
sci_046,science,32,mlp_out,blocks.32.hook_mlp_out,logit,thousands of years,9037, thousands,3,251,251,10.0390625,10.4609375,0.421875,True,
sci_046,science,33,attn_out,blocks.33.hook_attn_out,logit,thousands of years,9037, thousands,3,251,251,10.0390625,12.0625,2.0234375,True,
sci_046,science,33,mlp_out,blocks.33.hook_mlp_out,logit,thousands of years,9037, thousands,3,251,251,10.0390625,9.84375,-0.1953125,True,
sci_046,science,34,attn_out,blocks.34.hook_attn_out,logit,thousands of years,9037, thousands,3,251,251,10.0390625,10.53125,0.4921875,True,
sci_046,science,34,mlp_out,blocks.34.hook_mlp_out,logit,thousands of years,9037, thousands,3,251,251,10.0390625,9.453125,-0.5859375,True,
sci_046,science,35,attn_out,blocks.35.hook_attn_out,logit,thousands of years,9037, thousands,3,251,251,10.0390625,10.1015625,0.0625,True,
sci_046,science,35,mlp_out,blocks.35.hook_mlp_out,logit,thousands of years,9037, thousands,3,251,251,10.0390625,10.125,0.0859375,True,
sci_047,science,31,attn_out,blocks.31.hook_attn_out,logit,certain conditions,3654, certain,2,257,257,13.78125,11.65625,-2.125,True,
sci_047,science,31,mlp_out,blocks.31.hook_mlp_out,logit,certain conditions,3654, certain,2,257,257,13.78125,14.875,1.09375,True,
sci_047,science,32,attn_out,blocks.32.hook_attn_out,logit,certain conditions,3654, certain,2,257,257,13.78125,17.078125,3.296875,True,
sci_047,science,32,mlp_out,blocks.32.hook_mlp_out,logit,certain conditions,3654, certain,2,257,257,13.78125,13.21875,-0.5625,True,
sci_047,science,33,attn_out,blocks.33.hook_attn_out,logit,certain conditions,3654, certain,2,257,257,13.78125,15.59375,1.8125,True,
sci_047,science,33,mlp_out,blocks.33.hook_mlp_out,logit,certain conditions,3654, certain,2,257,257,13.78125,14.046875,0.265625,True,
sci_047,science,34,attn_out,blocks.34.hook_attn_out,logit,certain conditions,3654, certain,2,257,257,13.78125,14.1640625,0.3828125,True,
sci_047,science,34,mlp_out,blocks.34.hook_mlp_out,logit,certain conditions,3654, certain,2,257,257,13.78125,13.953125,0.171875,True,
sci_047,science,35,attn_out,blocks.35.hook_attn_out,logit,certain conditions,3654, certain,2,257,257,13.78125,13.6640625,-0.1171875,True,
sci_047,science,35,mlp_out,blocks.35.hook_mlp_out,logit,certain conditions,3654, certain,2,257,257,13.78125,11.6484375,-2.1328125,True,
sci_050,science,31,attn_out,blocks.31.hook_attn_out,logit,tectonic plate boundaries,259, t,5,264,264,13.4453125,14.4609375,1.015625,True,
sci_050,science,31,mlp_out,blocks.31.hook_mlp_out,logit,tectonic plate boundaries,259, t,5,264,264,13.4453125,14.2890625,0.84375,True,
sci_050,science,32,attn_out,blocks.32.hook_attn_out,logit,tectonic plate boundaries,259, t,5,264,264,13.4453125,14.640625,1.1953125,True,
sci_050,science,32,mlp_out,blocks.32.hook_mlp_out,logit,tectonic plate boundaries,259, t,5,264,264,13.4453125,14.640625,1.1953125,True,
sci_050,science,33,attn_out,blocks.33.hook_attn_out,logit,tectonic plate boundaries,259, t,5,264,264,13.4453125,16.46875,3.0234375,True,
sci_050,science,33,mlp_out,blocks.33.hook_mlp_out,logit,tectonic plate boundaries,259, t,5,264,264,13.4453125,6.9296875,-6.515625,True,
sci_050,science,34,attn_out,blocks.34.hook_attn_out,logit,tectonic plate boundaries,259, t,5,264,264,13.4453125,14.0859375,0.640625,True,
sci_050,science,34,mlp_out,blocks.34.hook_mlp_out,logit,tectonic plate boundaries,259, t,5,264,264,13.4453125,13.8046875,0.359375,True,
sci_050,science,35,attn_out,blocks.35.hook_attn_out,logit,tectonic plate boundaries,259, t,5,264,264,13.4453125,13.3046875,-0.140625,True,
sci_050,science,35,mlp_out,blocks.35.hook_mlp_out,logit,tectonic plate boundaries,259, t,5,264,264,13.4453125,12.1328125,-1.3125,True,
bio_002,biology,31,attn_out,blocks.31.hook_attn_out,logit,the digestive system,279, the,3,249,249,20.71875,20.875,0.15625,True,
bio_002,biology,31,mlp_out,blocks.31.hook_mlp_out,logit,the digestive system,279, the,3,249,249,20.71875,20.46875,-0.25,True,
bio_002,biology,32,attn_out,blocks.32.hook_attn_out,logit,the digestive system,279, the,3,249,249,20.71875,20.5,-0.21875,True,
bio_002,biology,32,mlp_out,blocks.32.hook_mlp_out,logit,the digestive system,279, the,3,249,249,20.71875,20.390625,-0.328125,True,
bio_002,biology,33,attn_out,blocks.33.hook_attn_out,logit,the digestive system,279, the,3,249,249,20.71875,20.890625,0.171875,True,
bio_002,biology,33,mlp_out,blocks.33.hook_mlp_out,logit,the digestive system,279, the,3,249,249,20.71875,20.671875,-0.046875,True,
bio_002,biology,34,attn_out,blocks.34.hook_attn_out,logit,the digestive system,279, the,3,249,249,20.71875,21.03125,0.3125,True,
bio_002,biology,34,mlp_out,blocks.34.hook_mlp_out,logit,the digestive system,279, the,3,249,249,20.71875,20.9375,0.21875,True,
bio_002,biology,35,attn_out,blocks.35.hook_attn_out,logit,the digestive system,279, the,3,249,249,20.71875,20.921875,0.203125,True,
bio_002,biology,35,mlp_out,blocks.35.hook_mlp_out,logit,the digestive system,279, the,3,249,249,20.71875,23.375,2.65625,True,
bio_007,biology,31,attn_out,blocks.31.hook_attn_out,logit,exposure to sunlight,14338, exposure,3,252,252,13.203125,12.7109375,-0.4921875,True,
bio_007,biology,31,mlp_out,blocks.31.hook_mlp_out,logit,exposure to sunlight,14338, exposure,3,252,252,13.203125,15.25,2.046875,True,
bio_007,biology,32,attn_out,blocks.32.hook_attn_out,logit,exposure to sunlight,14338, exposure,3,252,252,13.203125,14.8125,1.609375,True,
bio_007,biology,32,mlp_out,blocks.32.hook_mlp_out,logit,exposure to sunlight,14338, exposure,3,252,252,13.203125,12.546875,-0.65625,True,
bio_007,biology,33,attn_out,blocks.33.hook_attn_out,logit,exposure to sunlight,14338, exposure,3,252,252,13.203125,15.203125,2.0,True,
bio_007,biology,33,mlp_out,blocks.33.hook_mlp_out,logit,exposure to sunlight,14338, exposure,3,252,252,13.203125,13.28125,0.078125,True,
bio_007,biology,34,attn_out,blocks.34.hook_attn_out,logit,exposure to sunlight,14338, exposure,3,252,252,13.203125,13.265625,0.0625,True,
bio_007,biology,34,mlp_out,blocks.34.hook_mlp_out,logit,exposure to sunlight,14338, exposure,3,252,252,13.203125,12.578125,-0.625,True,
bio_007,biology,35,attn_out,blocks.35.hook_attn_out,logit,exposure to sunlight,14338, exposure,3,252,252,13.203125,13.3515625,0.1484375,True,
bio_007,biology,35,mlp_out,blocks.35.hook_mlp_out,logit,exposure to sunlight,14338, exposure,3,252,252,13.203125,12.0859375,-1.1171875,True,
bio_008,biology,31,attn_out,blocks.31.hook_attn_out,logit,excessive bleeding,26541, excessive,2,239,239,13.8125,14.171875,0.359375,True,
bio_008,biology,31,mlp_out,blocks.31.hook_mlp_out,logit,excessive bleeding,26541, excessive,2,239,239,13.8125,13.9453125,0.1328125,True,
bio_008,biology,32,attn_out,blocks.32.hook_attn_out,logit,excessive bleeding,26541, excessive,2,239,239,13.8125,15.625,1.8125,True,
bio_008,biology,32,mlp_out,blocks.32.hook_mlp_out,logit,excessive bleeding,26541, excessive,2,239,239,13.8125,13.421875,-0.390625,True,
bio_008,biology,33,attn_out,blocks.33.hook_attn_out,logit,excessive bleeding,26541, excessive,2,239,239,13.8125,16.546875,2.734375,True,
bio_008,biology,33,mlp_out,blocks.33.hook_mlp_out,logit,excessive bleeding,26541, excessive,2,239,239,13.8125,13.6328125,-0.1796875,True,
bio_008,biology,34,attn_out,blocks.34.hook_attn_out,logit,excessive bleeding,26541, excessive,2,239,239,13.8125,14.0,0.1875,True,
bio_008,biology,34,mlp_out,blocks.34.hook_mlp_out,logit,excessive bleeding,26541, excessive,2,239,239,13.8125,11.78125,-2.03125,True,
bio_008,biology,35,attn_out,blocks.35.hook_attn_out,logit,excessive bleeding,26541, excessive,2,239,239,13.8125,13.671875,-0.140625,True,
bio_008,biology,35,mlp_out,blocks.35.hook_mlp_out,logit,excessive bleeding,26541, excessive,2,239,239,13.8125,14.921875,1.109375,True,
bio_009,biology,31,attn_out,blocks.31.hook_attn_out,logit,nerve fibers,30915, nerve,2,245,245,12.3125,12.28125,-0.03125,True,
bio_009,biology,31,mlp_out,blocks.31.hook_mlp_out,logit,nerve fibers,30915, nerve,2,245,245,12.3125,13.7109375,1.3984375,True,
bio_009,biology,32,attn_out,blocks.32.hook_attn_out,logit,nerve fibers,30915, nerve,2,245,245,12.3125,13.4140625,1.1015625,True,
bio_009,biology,32,mlp_out,blocks.32.hook_mlp_out,logit,nerve fibers,30915, nerve,2,245,245,12.3125,12.4609375,0.1484375,True,
bio_009,biology,33,attn_out,blocks.33.hook_attn_out,logit,nerve fibers,30915, nerve,2,245,245,12.3125,15.2421875,2.9296875,True,
bio_009,biology,33,mlp_out,blocks.33.hook_mlp_out,logit,nerve fibers,30915, nerve,2,245,245,12.3125,12.203125,-0.109375,True,
bio_009,biology,34,attn_out,blocks.34.hook_attn_out,logit,nerve fibers,30915, nerve,2,245,245,12.3125,12.671875,0.359375,True,
bio_009,biology,34,mlp_out,blocks.34.hook_mlp_out,logit,nerve fibers,30915, nerve,2,245,245,12.3125,11.5859375,-0.7265625,True,
bio_009,biology,35,attn_out,blocks.35.hook_attn_out,logit,nerve fibers,30915, nerve,2,245,245,12.3125,12.234375,-0.078125,True,
bio_009,biology,35,mlp_out,blocks.35.hook_mlp_out,logit,nerve fibers,30915, nerve,2,245,245,12.3125,13.15625,0.84375,True,
bio_011,biology,31,attn_out,blocks.31.hook_attn_out,logit,amino acids,41400, amino,2,244,244,11.0234375,11.15625,0.1328125,True,
bio_011,biology,31,mlp_out,blocks.31.hook_mlp_out,logit,amino acids,41400, amino,2,244,244,11.0234375,12.3671875,1.34375,True,
bio_011,biology,32,attn_out,blocks.32.hook_attn_out,logit,amino acids,41400, amino,2,244,244,11.0234375,12.2109375,1.1875,True,
bio_011,biology,32,mlp_out,blocks.32.hook_mlp_out,logit,amino acids,41400, amino,2,244,244,11.0234375,11.2578125,0.234375,True,
bio_011,biology,33,attn_out,blocks.33.hook_attn_out,logit,amino acids,41400, amino,2,244,244,11.0234375,14.125,3.1015625,True,
bio_011,biology,33,mlp_out,blocks.33.hook_mlp_out,logit,amino acids,41400, amino,2,244,244,11.0234375,11.109375,0.0859375,True,
bio_011,biology,34,attn_out,blocks.34.hook_attn_out,logit,amino acids,41400, amino,2,244,244,11.0234375,11.6796875,0.65625,True,
bio_011,biology,34,mlp_out,blocks.34.hook_mlp_out,logit,amino acids,41400, amino,2,244,244,11.0234375,9.9765625,-1.046875,True,
bio_011,biology,35,attn_out,blocks.35.hook_attn_out,logit,amino acids,41400, amino,2,244,244,11.0234375,11.0703125,0.046875,True,
bio_011,biology,35,mlp_out,blocks.35.hook_mlp_out,logit,amino acids,41400, amino,2,244,244,11.0234375,11.609375,0.5859375,True,
bio_012,biology,31,attn_out,blocks.31.hook_attn_out,logit,nutrients,36393, nutrients,1,227,227,9.875,10.3515625,0.4765625,True,
bio_012,biology,31,mlp_out,blocks.31.hook_mlp_out,logit,nutrients,36393, nutrients,1,227,227,9.875,12.4921875,2.6171875,True,
bio_012,biology,32,attn_out,blocks.32.hook_attn_out,logit,nutrients,36393, nutrients,1,227,227,9.875,10.71875,0.84375,True,
bio_012,biology,32,mlp_out,blocks.32.hook_mlp_out,logit,nutrients,36393, nutrients,1,227,227,9.875,11.0859375,1.2109375,True,
bio_012,biology,33,attn_out,blocks.33.hook_attn_out,logit,nutrients,36393, nutrients,1,227,227,9.875,13.546875,3.671875,True,
bio_012,biology,33,mlp_out,blocks.33.hook_mlp_out,logit,nutrients,36393, nutrients,1,227,227,9.875,9.1015625,-0.7734375,True,
bio_012,biology,34,attn_out,blocks.34.hook_attn_out,logit,nutrients,36393, nutrients,1,227,227,9.875,10.4921875,0.6171875,True,
bio_012,biology,34,mlp_out,blocks.34.hook_mlp_out,logit,nutrients,36393, nutrients,1,227,227,9.875,9.140625,-0.734375,True,
bio_012,biology,35,attn_out,blocks.35.hook_attn_out,logit,nutrients,36393, nutrients,1,227,227,9.875,10.1328125,0.2578125,True,
bio_012,biology,35,mlp_out,blocks.35.hook_mlp_out,logit,nutrients,36393, nutrients,1,227,227,9.875,8.3828125,-1.4921875,True,
bio_015,biology,31,attn_out,blocks.31.hook_attn_out,logit,light,3100, light,1,243,243,18.046875,18.078125,0.03125,True,
bio_015,biology,31,mlp_out,blocks.31.hook_mlp_out,logit,light,3100, light,1,243,243,18.046875,18.03125,-0.015625,True,
bio_015,biology,32,attn_out,blocks.32.hook_attn_out,logit,light,3100, light,1,243,243,18.046875,17.71875,-0.328125,True,
bio_015,biology,32,mlp_out,blocks.32.hook_mlp_out,logit,light,3100, light,1,243,243,18.046875,18.28125,0.234375,True,
bio_015,biology,33,attn_out,blocks.33.hook_attn_out,logit,light,3100, light,1,243,243,18.046875,18.625,0.578125,True,
bio_015,biology,33,mlp_out,blocks.33.hook_mlp_out,logit,light,3100, light,1,243,243,18.046875,17.640625,-0.40625,True,
bio_015,biology,34,attn_out,blocks.34.hook_attn_out,logit,light,3100, light,1,243,243,18.046875,18.21875,0.171875,True,
bio_015,biology,34,mlp_out,blocks.34.hook_mlp_out,logit,light,3100, light,1,243,243,18.046875,17.671875,-0.375,True,
bio_015,biology,35,attn_out,blocks.35.hook_attn_out,logit,light,3100, light,1,243,243,18.046875,18.109375,0.0625,True,
bio_015,biology,35,mlp_out,blocks.35.hook_mlp_out,logit,light,3100, light,1,243,243,18.046875,21.34375,3.296875,True,
bio_018,biology,31,attn_out,blocks.31.hook_attn_out,logit,follicles in the skin,81614, follic,5,255,255,6.71484375,7.40625,0.69140625,True,
bio_018,biology,31,mlp_out,blocks.31.hook_mlp_out,logit,follicles in the skin,81614, follic,5,255,255,6.71484375,8.7265625,2.01171875,True,
bio_018,biology,32,attn_out,blocks.32.hook_attn_out,logit,follicles in the skin,81614, follic,5,255,255,6.71484375,9.578125,2.86328125,True,
bio_018,biology,32,mlp_out,blocks.32.hook_mlp_out,logit,follicles in the skin,81614, follic,5,255,255,6.71484375,6.82421875,0.109375,True,
bio_018,biology,33,attn_out,blocks.33.hook_attn_out,logit,follicles in the skin,81614, follic,5,255,255,6.71484375,12.265625,5.55078125,True,
bio_018,biology,33,mlp_out,blocks.33.hook_mlp_out,logit,follicles in the skin,81614, follic,5,255,255,6.71484375,7.8359375,1.12109375,True,
bio_018,biology,34,attn_out,blocks.34.hook_attn_out,logit,follicles in the skin,81614, follic,5,255,255,6.71484375,7.30078125,0.5859375,True,
bio_018,biology,34,mlp_out,blocks.34.hook_mlp_out,logit,follicles in the skin,81614, follic,5,255,255,6.71484375,6.80859375,0.09375,True,
bio_018,biology,35,attn_out,blocks.35.hook_attn_out,logit,follicles in the skin,81614, follic,5,255,255,6.71484375,6.8828125,0.16796875,True,
bio_018,biology,35,mlp_out,blocks.35.hook_mlp_out,logit,follicles in the skin,81614, follic,5,255,255,6.71484375,7.328125,0.61328125,True,
bio_019,biology,31,attn_out,blocks.31.hook_attn_out,logit,carbon dioxide,12499, carbon,2,239,239,7.234375,9.515625,2.28125,True,
bio_019,biology,31,mlp_out,blocks.31.hook_mlp_out,logit,carbon dioxide,12499, carbon,2,239,239,7.234375,9.796875,2.5625,True,
bio_019,biology,32,attn_out,blocks.32.hook_attn_out,logit,carbon dioxide,12499, carbon,2,239,239,7.234375,11.1484375,3.9140625,True,
bio_019,biology,32,mlp_out,blocks.32.hook_mlp_out,logit,carbon dioxide,12499, carbon,2,239,239,7.234375,7.78515625,0.55078125,True,
bio_019,biology,33,attn_out,blocks.33.hook_attn_out,logit,carbon dioxide,12499, carbon,2,239,239,7.234375,12.3046875,5.0703125,True,
bio_019,biology,33,mlp_out,blocks.33.hook_mlp_out,logit,carbon dioxide,12499, carbon,2,239,239,7.234375,8.4296875,1.1953125,True,
