model,example_id,domain,source_cell,donor_cell,layer,hook,token_position,control,alpha,split,gold_answer,gold_token_id,baseline_gold_logit,steered_gold_logit,delta_gold_logit,baseline_gold_rank,steered_gold_rank,delta_gold_rank,baseline_top1,steered_top1,random_seed
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,France,9625,16.3125,16.15625,-0.15625,3,2,1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,France,9625,16.3125,16.3125,0.0,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,France,9625,16.3125,16.390625,0.078125,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,France,9625,16.3125,16.40625,0.09375,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,France,9625,16.3125,16.375,0.0625,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_002,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,France,9625,16.3125,16.296875,-0.015625,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Spain,17689,16.53125,16.53125,0.0,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Spain,17689,16.53125,16.375,-0.15625,3,4,-1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Spain,17689,16.53125,16.1875,-0.34375,3,4,-1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Spain,17689,16.53125,15.9765625,-0.5546875,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Spain,17689,16.53125,15.7421875,-0.7890625,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Spain,17689,16.53125,16.53125,0.0,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Spain,17689,16.53125,16.515625,-0.015625,3,2,1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Spain,17689,16.53125,16.4375,-0.09375,3,2,1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Spain,17689,16.53125,16.296875,-0.234375,3,2,1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Spain,17689,16.53125,16.109375,-0.421875,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Spain,17689,16.53125,16.53125,0.0,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Spain,17689,16.53125,16.375,-0.15625,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Spain,17689,16.53125,16.1875,-0.34375,3,4,-1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Spain,17689,16.53125,15.9609375,-0.5703125,3,4,-1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_005,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Spain,17689,16.53125,15.71875,-0.8125,3,4,-1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Greece,24427,15.8359375,15.8359375,0.0,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Greece,24427,15.8359375,15.421875,-0.4140625,3,4,-1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Greece,24427,15.8359375,14.953125,-0.8828125,3,7,-4,0,0,seed_42
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Greece,24427,15.8359375,14.4453125,-1.390625,3,15,-12,0,0,seed_42
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Greece,24427,15.8359375,13.8828125,-1.953125,3,25,-22,0,0,seed_42
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Greece,24427,15.8359375,15.8359375,0.0,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Greece,24427,15.8359375,15.9375,0.1015625,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Greece,24427,15.8359375,15.9921875,0.15625,3,4,-1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Greece,24427,15.8359375,15.9765625,0.140625,3,4,-1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Greece,24427,15.8359375,15.90625,0.0703125,3,4,-1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Greece,24427,15.8359375,15.8359375,0.0,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Greece,24427,15.8359375,15.7578125,-0.078125,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Greece,24427,15.8359375,15.625,-0.2109375,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Greece,24427,15.8359375,15.4453125,-0.390625,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_011,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Greece,24427,15.8359375,15.2421875,-0.59375,3,4,-1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,India,6747,15.015625,15.015625,0.0,8,8,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,India,6747,15.015625,14.9765625,-0.0390625,8,9,-1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,India,6747,15.015625,14.9140625,-0.1015625,8,9,-1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,India,6747,15.015625,14.875,-0.140625,8,8,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,India,6747,15.015625,14.828125,-0.1875,8,8,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,India,6747,15.015625,15.015625,0.0,8,8,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,India,6747,15.015625,15.0078125,-0.0078125,8,8,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,India,6747,15.015625,14.9453125,-0.0703125,8,7,1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,India,6747,15.015625,14.828125,-0.1875,8,9,-1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,India,6747,15.015625,14.640625,-0.375,8,8,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,India,6747,15.015625,15.015625,0.0,8,8,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,India,6747,15.015625,15.0625,0.046875,8,8,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,India,6747,15.015625,15.0625,0.046875,8,6,2,0,0,seed_44
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,India,6747,15.015625,15.015625,0.0,8,6,2,0,0,seed_44
Qwen/Qwen2.5-3B,cul_017,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,India,6747,15.015625,14.9296875,-0.0859375,8,6,2,0,0,seed_44
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,North America,4787,18.03125,18.03125,0.0,2,2,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,North America,4787,18.03125,17.859375,-0.171875,2,2,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,North America,4787,18.03125,17.59375,-0.4375,2,3,-1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,North America,4787,18.03125,17.265625,-0.765625,2,3,-1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,North America,4787,18.03125,16.875,-1.15625,2,4,-2,0,0,seed_42
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,North America,4787,18.03125,18.03125,0.0,2,2,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,North America,4787,18.03125,17.921875,-0.109375,2,2,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,North America,4787,18.03125,17.75,-0.28125,2,2,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,North America,4787,18.03125,17.5625,-0.46875,2,2,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,North America,4787,18.03125,17.359375,-0.671875,2,2,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,North America,4787,18.03125,18.03125,0.0,2,2,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,North America,4787,18.03125,18.0625,0.03125,2,1,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,North America,4787,18.03125,18.03125,0.0,2,1,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,North America,4787,18.03125,17.921875,-0.109375,2,1,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_018,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,North America,4787,18.03125,17.765625,-0.265625,2,1,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Russia,8359,17.0625,17.0625,0.0,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Russia,8359,17.0625,17.046875,-0.015625,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Russia,8359,17.0625,17.015625,-0.046875,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Russia,8359,17.0625,16.953125,-0.109375,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Russia,8359,17.0625,16.875,-0.1875,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Russia,8359,17.0625,17.0625,0.0,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Russia,8359,17.0625,17.09375,0.03125,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Russia,8359,17.0625,17.125,0.0625,3,2,1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Russia,8359,17.0625,17.15625,0.09375,3,1,2,0,0,seed_43
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Russia,8359,17.0625,17.15625,0.09375,3,1,2,0,0,seed_43
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Russia,8359,17.0625,17.0625,0.0,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Russia,8359,17.0625,17.125,0.0625,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Russia,8359,17.0625,17.171875,0.109375,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Russia,8359,17.0625,17.171875,0.109375,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_026,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Russia,8359,17.0625,17.15625,0.09375,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Cairo,52550,17.21875,17.21875,0.0,3,3,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Cairo,52550,17.21875,17.234375,0.015625,3,2,1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Cairo,52550,17.21875,17.21875,0.0,3,2,1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Cairo,52550,17.21875,17.15625,-0.0625,3,2,1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Cairo,52550,17.21875,17.03125,-0.1875,3,2,1,0,0,seed_42
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Cairo,52550,17.21875,17.21875,0.0,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Cairo,52550,17.21875,17.046875,-0.171875,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Cairo,52550,17.21875,16.828125,-0.390625,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Cairo,52550,17.21875,16.59375,-0.625,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Cairo,52550,17.21875,16.3125,-0.90625,3,3,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Cairo,52550,17.21875,17.21875,0.0,3,3,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Cairo,52550,17.21875,17.375,0.15625,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Cairo,52550,17.21875,17.453125,0.234375,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Cairo,52550,17.21875,17.484375,0.265625,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_029,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Cairo,52550,17.21875,17.4375,0.21875,3,2,1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,the River Thames,279,18.78125,18.78125,0.0,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,the River Thames,279,18.78125,18.875,0.09375,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,the River Thames,279,18.78125,18.984375,0.203125,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,the River Thames,279,18.78125,19.0625,0.28125,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,the River Thames,279,18.78125,19.15625,0.375,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,the River Thames,279,18.78125,18.78125,0.0,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,the River Thames,279,18.78125,18.65625,-0.125,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,the River Thames,279,18.78125,18.515625,-0.265625,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,the River Thames,279,18.78125,18.359375,-0.421875,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,the River Thames,279,18.78125,18.171875,-0.609375,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,the River Thames,279,18.78125,18.78125,0.0,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,the River Thames,279,18.78125,18.859375,0.078125,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,the River Thames,279,18.78125,18.921875,0.140625,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,the River Thames,279,18.78125,18.984375,0.203125,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,cul_031,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,the River Thames,279,18.78125,19.015625,0.234375,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,the Pacific Ring of Fire,279,18.359375,18.359375,0.0,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,the Pacific Ring of Fire,279,18.359375,18.484375,0.125,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,the Pacific Ring of Fire,279,18.359375,18.59375,0.234375,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,the Pacific Ring of Fire,279,18.359375,18.6875,0.328125,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,the Pacific Ring of Fire,279,18.359375,18.765625,0.40625,0,0,0,1,1,seed_42
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,the Pacific Ring of Fire,279,18.359375,18.359375,0.0,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,the Pacific Ring of Fire,279,18.359375,18.28125,-0.078125,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,the Pacific Ring of Fire,279,18.359375,18.1875,-0.171875,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,the Pacific Ring of Fire,279,18.359375,18.078125,-0.28125,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,the Pacific Ring of Fire,279,18.359375,17.921875,-0.4375,0,0,0,1,1,seed_43
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,the Pacific Ring of Fire,279,18.359375,18.359375,0.0,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,the Pacific Ring of Fire,279,18.359375,18.5,0.140625,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,the Pacific Ring of Fire,279,18.359375,18.609375,0.25,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,the Pacific Ring of Fire,279,18.359375,18.703125,0.34375,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,cul_035,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,the Pacific Ring of Fire,279,18.359375,18.765625,0.40625,0,0,0,1,1,seed_44
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,1147,220,18.734375,18.734375,0.0,1,1,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,1147,220,18.734375,18.796875,0.0625,1,1,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,1147,220,18.734375,18.859375,0.125,1,1,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,1147,220,18.734375,18.90625,0.171875,1,1,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,1147,220,18.734375,18.921875,0.1875,1,1,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,1147,220,18.734375,18.734375,0.0,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,1147,220,18.734375,18.75,0.015625,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,1147,220,18.734375,18.75,0.015625,1,0,1,0,1,seed_43
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,1147,220,18.734375,18.703125,-0.03125,1,0,1,0,1,seed_43
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,1147,220,18.734375,18.65625,-0.078125,1,0,1,0,1,seed_43
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,1147,220,18.734375,18.734375,0.0,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,1147,220,18.734375,18.6875,-0.046875,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,1147,220,18.734375,18.625,-0.109375,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,1147,220,18.734375,18.53125,-0.203125,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_039,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,1147,220,18.734375,18.421875,-0.3125,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Southeast Asia,35564,17.671875,17.671875,0.0,1,1,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Southeast Asia,35564,17.671875,17.46875,-0.203125,1,1,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Southeast Asia,35564,17.671875,17.203125,-0.46875,1,1,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Southeast Asia,35564,17.671875,16.921875,-0.75,1,1,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Southeast Asia,35564,17.671875,16.625,-1.046875,1,1,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Southeast Asia,35564,17.671875,17.671875,0.0,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Southeast Asia,35564,17.671875,17.6875,0.015625,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Southeast Asia,35564,17.671875,17.578125,-0.09375,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Southeast Asia,35564,17.671875,17.375,-0.296875,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Southeast Asia,35564,17.671875,17.078125,-0.59375,1,1,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Southeast Asia,35564,17.671875,17.671875,0.0,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Southeast Asia,35564,17.671875,17.53125,-0.140625,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Southeast Asia,35564,17.671875,17.25,-0.421875,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Southeast Asia,35564,17.671875,16.890625,-0.78125,1,1,0,0,0,seed_44
