model,example_id,domain,source_cell,donor_cell,layer,hook,token_position,control,random_seed,alpha,split,gold_answer,gold_token_id,baseline_gold_logit,steered_gold_logit,delta_gold_logit,baseline_gold_rank,steered_gold_rank,delta_gold_rank,baseline_top1,steered_top1,diagnostic,vector_l2_norm,n_train_valid,n_test_valid
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.25,test,Spain,17689,15.0625,15.5234375,0.4609375,4,4,0,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.5,test,Spain,17689,15.0625,15.9296875,0.8671875,4,3,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,0.75,test,Spain,17689,15.0625,16.21875,1.15625,4,3,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,layer_sweep,,1.0,test,Spain,17689,15.0625,16.25,1.1875,4,3,1,0,0,layer_sweep,94.50843048095703,72,32
Qwen/Qwen2.5-3B,geo_002,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Asia,13622,17.34375,17.84375,0.5,4,4,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_002,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Asia,13622,17.34375,18.15625,0.8125,4,4,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_002,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Asia,13622,17.34375,18.265625,0.921875,4,4,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_002,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Asia,13622,17.34375,18.078125,0.734375,4,5,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_006,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,South America,4882,19.125,19.984375,0.859375,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_006,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,South America,4882,19.125,20.796875,1.671875,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_006,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,South America,4882,19.125,21.5,2.375,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_006,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,South America,4882,19.125,22.046875,2.921875,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_007,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Africa,10174,17.828125,18.171875,0.34375,2,4,-2,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_007,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Africa,10174,17.828125,18.296875,0.46875,2,4,-2,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_007,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Africa,10174,17.828125,18.140625,0.3125,2,4,-2,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_007,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Africa,10174,17.828125,17.640625,-0.1875,2,4,-2,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_019,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Asia,13622,19.828125,20.546875,0.71875,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_019,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Asia,13622,19.828125,21.109375,1.28125,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_019,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Asia,13622,19.828125,21.453125,1.625,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_019,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Asia,13622,19.828125,21.546875,1.71875,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_022,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,South America,4882,18.109375,18.8125,0.703125,3,2,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_022,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,South America,4882,18.109375,19.484375,1.375,3,0,3,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_022,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,South America,4882,18.109375,20.046875,1.9375,3,0,3,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_022,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,South America,4882,18.109375,20.484375,2.375,3,0,3,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_025,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,NATO,29234,12.484375,12.734375,0.25,13,7,6,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_025,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,NATO,29234,12.484375,12.9296875,0.4453125,13,8,5,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_025,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,NATO,29234,12.484375,13.0546875,0.5703125,13,7,6,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_025,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,NATO,29234,12.484375,13.078125,0.59375,13,10,3,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_028,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Asia,13622,18.78125,19.40625,0.625,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_028,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Asia,13622,18.78125,19.875,1.09375,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_028,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Asia,13622,18.78125,20.109375,1.328125,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_028,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Asia,13622,18.78125,20.078125,1.296875,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_035,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Asia,13622,18.65625,19.25,0.59375,1,2,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_035,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Asia,13622,18.65625,19.703125,1.046875,1,2,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_035,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Asia,13622,18.65625,19.96875,1.3125,1,3,-2,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_035,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Asia,13622,18.65625,19.96875,1.3125,1,4,-3,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_043,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,South America,4882,17.609375,18.21875,0.609375,2,3,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_043,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,South America,4882,17.609375,18.75,1.140625,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_043,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,South America,4882,17.609375,19.125,1.515625,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_043,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,South America,4882,17.609375,19.34375,1.734375,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_045,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Asia,13622,19.546875,20.03125,0.484375,1,1,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_045,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Asia,13622,19.546875,20.328125,0.78125,1,1,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_045,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Asia,13622,19.546875,20.421875,0.875,1,1,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_045,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Asia,13622,19.546875,20.296875,0.75,1,1,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_047,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Africa,10174,18.71875,19.265625,0.546875,1,1,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_047,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Africa,10174,18.71875,19.625,0.90625,1,2,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_047,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Africa,10174,18.71875,19.734375,1.015625,1,2,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_047,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Africa,10174,18.71875,19.609375,0.890625,1,2,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_049,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Africa,10174,18.09375,18.140625,0.046875,3,3,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_049,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Africa,10174,18.09375,17.9375,-0.15625,3,4,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_049,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Africa,10174,18.09375,17.53125,-0.5625,3,4,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,geo_049,geography,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Africa,10174,18.09375,16.890625,-1.203125,3,5,-2,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,sci_006,science,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,electric charge,9072,12.2109375,12.8984375,0.6875,19,15,4,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,sci_006,science,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,electric charge,9072,12.2109375,13.59375,1.3828125,19,13,6,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,sci_006,science,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,electric charge,9072,12.2109375,14.2734375,2.0625,19,12,7,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,sci_006,science,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,electric charge,9072,12.2109375,14.921875,2.7109375,19,12,7,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,sci_014,science,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,SiO2,11832,14.65625,15.40625,0.75,6,3,3,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,sci_014,science,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,SiO2,11832,14.65625,16.140625,1.484375,6,2,4,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,sci_014,science,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,SiO2,11832,14.65625,16.859375,2.203125,6,3,3,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,sci_014,science,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,SiO2,11832,14.65625,17.546875,2.890625,6,3,3,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_007,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,exposure to sunlight,14338,13.203125,13.9296875,0.7265625,20,16,4,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_007,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,exposure to sunlight,14338,13.203125,14.7109375,1.5078125,20,12,8,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_007,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,exposure to sunlight,14338,13.203125,15.5390625,2.3359375,20,11,9,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_007,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,exposure to sunlight,14338,13.203125,16.40625,3.203125,20,11,9,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_008,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,excessive bleeding,26541,13.8125,14.5078125,0.6953125,12,11,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_008,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,excessive bleeding,26541,13.8125,15.1796875,1.3671875,12,11,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_008,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,excessive bleeding,26541,13.8125,15.8203125,2.0078125,12,12,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_008,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,excessive bleeding,26541,13.8125,16.390625,2.578125,12,12,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_012,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,nutrients,36393,9.875,10.296875,0.421875,187,132,55,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_012,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,nutrients,36393,9.875,10.6875,0.8125,187,98,89,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_012,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,nutrients,36393,9.875,11.0546875,1.1796875,187,89,98,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_012,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,nutrients,36393,9.875,11.3671875,1.4921875,187,84,103,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_026,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,the eye,279,19.671875,20.265625,0.59375,0,0,0,1,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_026,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,the eye,279,19.671875,20.875,1.203125,0,0,0,1,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_026,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,the eye,279,19.671875,21.46875,1.796875,0,0,0,1,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_026,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,the eye,279,19.671875,22.0,2.328125,0,0,0,1,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_038,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,oxygen,23552,15.234375,16.015625,0.78125,4,3,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_038,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,oxygen,23552,15.234375,16.78125,1.546875,4,3,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_038,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,oxygen,23552,15.234375,17.5,2.265625,4,3,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_038,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,oxygen,23552,15.234375,18.140625,2.90625,4,3,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_046,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,nutrients from food,36393,12.390625,12.8671875,0.4765625,25,22,3,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_046,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,nutrients from food,36393,12.390625,13.28125,0.890625,25,20,5,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_046,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,nutrients from food,36393,12.390625,13.6484375,1.2578125,25,19,6,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,bio_046,biology,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,nutrients from food,36393,12.390625,13.9296875,1.5390625,25,20,5,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_002,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,France,9625,16.3125,16.71875,0.40625,3,3,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_002,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,France,9625,16.3125,17.046875,0.734375,3,3,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_002,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,France,9625,16.3125,17.234375,0.921875,3,3,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_002,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,France,9625,16.3125,17.21875,0.90625,3,2,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_005,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Spain,17689,16.53125,16.984375,0.453125,3,2,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_005,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Spain,17689,16.53125,17.21875,0.6875,3,3,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_005,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Spain,17689,16.53125,17.171875,0.640625,3,4,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_005,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Spain,17689,16.53125,16.765625,0.234375,3,7,-4,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_011,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Greece,24427,15.8359375,16.359375,0.5234375,3,3,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_011,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Greece,24427,15.8359375,16.796875,0.9609375,3,2,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_011,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Greece,24427,15.8359375,17.046875,1.2109375,3,2,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_011,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Greece,24427,15.8359375,17.015625,1.1796875,3,2,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_017,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,India,6747,15.015625,15.40625,0.390625,8,7,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_017,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,India,6747,15.015625,15.65625,0.640625,8,7,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_017,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,India,6747,15.015625,15.7109375,0.6953125,8,9,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_017,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,India,6747,15.015625,15.5078125,0.4921875,8,9,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_018,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,North America,4787,18.03125,18.765625,0.734375,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_018,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,North America,4787,18.03125,19.453125,1.421875,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_018,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,North America,4787,18.03125,20.078125,2.046875,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_018,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,North America,4787,18.03125,20.578125,2.546875,2,2,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_026,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Russia,8359,17.0625,17.65625,0.59375,3,2,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_026,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Russia,8359,17.0625,18.171875,1.109375,3,2,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_026,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Russia,8359,17.0625,18.5625,1.5,3,2,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_026,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Russia,8359,17.0625,18.765625,1.703125,3,2,1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_029,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Cairo,52550,17.21875,17.453125,0.234375,3,3,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_029,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Cairo,52550,17.21875,17.484375,0.265625,3,3,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_029,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Cairo,52550,17.21875,17.234375,0.015625,3,3,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_029,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,Cairo,52550,17.21875,16.765625,-0.453125,3,4,-1,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_031,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,the River Thames,279,18.78125,19.03125,0.25,0,0,0,1,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_031,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,the River Thames,279,18.78125,19.203125,0.421875,0,1,-1,1,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_031,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,the River Thames,279,18.78125,19.234375,0.453125,0,1,-1,1,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_031,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,the River Thames,279,18.78125,19.109375,0.328125,0,2,-2,1,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_035,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,the Pacific Ring of Fire,279,18.359375,18.59375,0.234375,0,0,0,1,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_035,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,the Pacific Ring of Fire,279,18.359375,18.71875,0.359375,0,1,-1,1,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_035,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,the Pacific Ring of Fire,279,18.359375,18.71875,0.359375,0,2,-2,1,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_035,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,the Pacific Ring of Fire,279,18.359375,18.578125,0.21875,0,3,-3,1,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_039,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,1147,220,18.734375,19.296875,0.5625,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_039,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,1147,220,18.734375,19.90625,1.171875,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_039,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,1147,220,18.734375,20.578125,1.84375,1,0,1,0,1,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_039,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,1.0,test,1147,220,18.734375,21.3125,2.578125,1,1,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_041,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.25,test,Southeast Asia,35564,17.671875,18.140625,0.46875,1,1,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_041,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.5,test,Southeast Asia,35564,17.671875,18.40625,0.734375,1,1,0,0,0,layer_sweep,107.4515151977539,72,32
Qwen/Qwen2.5-3B,cul_041,culture,B,D,33,resid_post,final_prompt_token,layer_sweep,,0.75,test,Southeast Asia,35564,17.671875,18.453125,0.78125,1,3,-2,0,0,layer_sweep,107.4515151977539,72,32
