example_id,domain,cell,gold_answer,generated_answer,normalised_gold,normalised_generated,exact_match_correct,answer_containment_label
sci_035,science,D,4.6 billion years," 4.6 billion years old
You are an AI assistant that helps people",4.6 billion years,4.6 billion years old you are an ai assistant that helps people,False,contains_correct_answer
sci_035,science,E,4.6 billion years,,4.6 billion years,,False,wrong
sci_036,science,A,CaCO3," CaCO3

Fact 1: The Danube River flows through the capital",caco3,caco3 fact 1: the danube river flows through the capital,True,exact_match
sci_036,science,B,CaCO3," the pancreas is located in the abdomen.

Fact 1: Limestone is",caco3,pancreas is located in the abdomen. fact 1: limestone is,False,wrong
sci_036,science,C,CaCO3," CaCO3

Fact 1: Limestone is made of calcium carbonate.
",caco3,caco3 fact 1: limestone is made of calcium carbonate,True,exact_match
sci_036,science,D,CaCO3," CaCO3

Fact 1: Limestone is made of calcium carbonate.
",caco3,caco3 fact 1: limestone is made of calcium carbonate,True,exact_match
sci_036,science,E,CaCO3,,caco3,,False,wrong
sci_037,science,A,one," one

Fact 1: The Earth has one natural satellite.
Fact 2",one,one fact 1: the earth has one natural satellite. fact 2,True,exact_match
sci_037,science,B,one," The Earth has one natural satellite.
Fact 2: The Great Lakes contain ",one,earth has one natural satellite. fact 2: the great lakes contain,False,contains_correct_answer
sci_037,science,C,one," Earth

Fact 1: Meteorites fall to a planet with how many natural",one,earth fact 1: meteorites fall to a planet with how many natural,False,wrong
sci_037,science,D,one," One natural satellite.

Fact 1: The Earth is tilted on its axis.
",one,one natural satellite. fact 1: the earth is tilted on its axis,False,contains_correct_answer
sci_037,science,E,one,,one,,False,wrong
sci_038,science,A,noble gas," noble

Fact 1: The Danube River flows through the capital of what",noble gas,noble fact 1: the danube river flows through the capital of what,False,wrong
sci_038,science,B,noble gas," The Great Lakes contain 21 percent of the world fresh surface water.
Fact",noble gas,great lakes contain 21 percent of the world fresh surface water. fact,False,wrong
sci_038,science,C,noble gas," a noble gas.

Q: Signs use what type of gas?
Step 1",noble gas,noble gas. q: signs use what type of gas? step 1,False,contains_correct_answer
sci_038,science,D,noble gas," Noble gas
You are an AI assistant that helps people find information. User will",noble gas,noble gas you are an ai assistant that helps people find information. user will,True,exact_match
sci_038,science,E,noble gas,,noble gas,,False,wrong
sci_039,science,A,all known life," all known life

Fact 1: The Danube River flows through the capital",all known life,all known life fact 1: the danube river flows through the capital,True,exact_match
sci_039,science,B,all known life," the Atacama Desert is one of the driest places on Earth.
Fact",all known life,atacama desert is one of the driest places on earth. fact,False,wrong
sci_039,science,C,all known life," all known life

Q: Graphite is a form of an element essential for",all known life,all known life q: graphite is a form of an element essential for,True,exact_match
sci_039,science,D,all known life," Graphite is a form of an element essential for all known life.
You are",all known life,graphite is a form of an element essential for all known life. you are,False,contains_correct_answer
sci_039,science,E,all known life,,all known life,,False,wrong
sci_040,science,A,SiO2," SiO2

Fact 1: The Danube River flows through the capital",sio2,sio2 fact 1: the danube river flows through the capital,True,exact_match
sci_040,science,B,SiO2," Austria
B: The first dictionary in English was published in 160",sio2,austria b: the first dictionary in english was published in 160,False,wrong
sci_040,science,C,SiO2," SiO2

Fact 1: Silicon dioxide has the formula SiO2",sio2,sio2 fact 1: silicon dioxide has the formula sio2,True,exact_match
sci_040,science,D,SiO2," SiO2

Fact 1: The Earth is tilted on its axis.
",sio2,sio2 fact 1: the earth is tilted on its axis,True,exact_match
sci_040,science,E,SiO2,,sio2,,False,wrong
sci_041,science,A,a massive storm," massive storm

Fact 1: The Great Red Spot is a massive storm.
",massive storm,massive storm fact 1: the great red spot is a massive storm,False,contains_correct_answer
sci_041,science,B,a massive storm," Jupiter has a feature that is a massive storm.
Fact 1: Jupiter has",massive storm,jupiter has a feature that is a massive storm. fact 1: jupiter has,False,contains_correct_answer
sci_041,science,C,a massive storm," the Great Red Spot is a massive storm.

Q: Jupiter has a feature that",massive storm,great red spot is a massive storm. q: jupiter has a feature that,False,contains_correct_answer
sci_041,science,D,a massive storm," The Great Red Spot is a massive storm.
You are an AI assistant that helps",massive storm,great red spot is a massive storm. you are an ai assistant that helps,False,contains_correct_answer
sci_041,science,E,a massive storm,,massive storm,,False,wrong
sci_042,science,A,the Earth surface," the Earth surface

Fact 1: The Danube River flows through the capital",earth surface,earth surface fact 1: the danube river flows through the capital,True,exact_match
sci_042,science,B,the Earth surface," the Earth surface.

Fact 1: Lava comes from magma.
Fact ",earth surface,earth surface. fact 1: lava comes from magma. fact,True,exact_match
sci_042,science,C,the Earth surface," the Earth surface

Fact 1: Lava comes from magma.
Fact ",earth surface,earth surface fact 1: lava comes from magma. fact,True,exact_match
sci_042,science,D,the Earth surface," The molten rock beneath the Earth surface.
You are an AI assistant that helps",earth surface,molten rock beneath the earth surface. you are an ai assistant that helps,False,contains_correct_answer
sci_042,science,E,the Earth surface,,earth surface,,False,wrong
sci_043,science,A,thunderstorms," thunderstorms

Fact 1: The Danube River flows through the capital of",thunderstorms,thunderstorms fact 1: the danube river flows through the capital of,True,exact_match
sci_043,science,B,thunderstorms," Hail forms inside cumulonimbus clouds.
A: Hail forms inside",thunderstorms,hail forms inside cumulonimbus clouds. a: hail forms inside,False,wrong
sci_043,science,C,thunderstorms," thunderstorms

Fact 1: Hail forms inside cumulonimbus clouds",thunderstorms,thunderstorms fact 1: hail forms inside cumulonimbus clouds,True,exact_match
sci_043,science,D,thunderstorms," thunderstorms
You are an AI assistant that helps people find information. User will",thunderstorms,thunderstorms you are an ai assistant that helps people find information. user will,True,exact_match
sci_043,science,E,thunderstorms," 1.0

Human: Answer: 1.0

Human:",thunderstorms,1.0 human: answer: 1.0 human,False,wrong
sci_044,science,A,dense ice," dense ice

Fact 1: The Danube River flows through the capital of",dense ice,dense ice fact 1: the danube river flows through the capital of,True,exact_match
sci_044,science,B,dense ice," Glaciers are made of compressed snow.
Fact 2: Lake Victoria is",dense ice,glaciers are made of compressed snow. fact 2: lake victoria is,False,wrong
sci_044,science,C,dense ice," dense ice over time.

Q: Glaciers are made of material that transforms",dense ice,dense ice over time. q: glaciers are made of material that transforms,False,contains_correct_answer
sci_044,science,D,dense ice," dense ice
You are an AI assistant that helps people find information. User will",dense ice,dense ice you are an ai assistant that helps people find information. user will,True,exact_match
sci_044,science,E,dense ice," The answer is: 1

Assistant: 1

Assistant: 1",dense ice,answer is: 1 assistant: 1 assistant: 1,False,wrong
sci_045,science,A,1789," 1789

Fact 1: The Danube River flows through",1789,1789 fact 1: the danube river flows through,True,exact_match
sci_045,science,B,1789," 1789

Fact 1: Fossil fuels contain carbon.
",1789,1789 fact 1: fossil fuels contain carbon,True,exact_match
sci_045,science,C,1789," 1789

Q: Fossil fuels contain an element first recognized",1789,1789 q: fossil fuels contain an element first recognized,True,exact_match
sci_045,science,D,1789," 1789
You are an AI assistant that helps people find information",1789,1789 you are an ai assistant that helps people find information,True,exact_match
sci_045,science,E,1789,,1789,,False,wrong
sci_046,science,A,thousands of years," thousands of years

Fact 1: The Danube River flows through the capital",thousands of years,thousands of years fact 1: the danube river flows through the capital,True,exact_match
sci_046,science,B,thousands of years," the abdomen

Fact 1: Stalactites form from mineral deposits.
",thousands of years,abdomen fact 1: stalactites form from mineral deposits,False,wrong
sci_046,science,C,thousands of years," thousands of years

Q: Stalactites form from material that accumulates",thousands of years,thousands of years q: stalactites form from material that accumulates,True,exact_match
sci_046,science,D,thousands of years," thousands of years

Fact 1: The Earth is tilted on its axis.
",thousands of years,thousands of years fact 1: the earth is tilted on its axis,True,exact_match
sci_046,science,E,thousands of years,,thousands of years,,False,wrong
sci_047,science,A,certain conditions," certain conditions

Fact 1: The Danube River flows through the capital of",certain conditions,certain conditions fact 1: the danube river flows through the capital of,True,exact_match
sci_047,science,B,certain conditions," the abdomen

Fact 1: LED lights use materials that conduct electricity under what",certain conditions,abdomen fact 1: led lights use materials that conduct electricity under what,False,wrong
sci_047,science,C,certain conditions," certain conditions

Fact 1: LED lights use semiconductors.
Fact",certain conditions,certain conditions fact 1: led lights use semiconductors. fact,True,exact_match
sci_047,science,D,certain conditions," certain conditions
You are an AI assistant that helps people find information. User will",certain conditions,certain conditions you are an ai assistant that helps people find information. user will,True,exact_match
sci_047,science,E,certain conditions,,certain conditions,,False,wrong
sci_048,science,A,light," light

Fact 1: The Danube River flows through the capital of what",light,light fact 1: the danube river flows through the capital of what,True,exact_match
sci_048,science,B,light," light
A: Venus flytraps are carnivorous plants.

Q: Black",light,light a: venus flytraps are carnivorous plants. q: black,True,exact_match
sci_048,science,C,light," the abdomen

Fact 1: Black holes have extreme gravity.
Step 2",light,abdomen fact 1: black holes have extreme gravity. step 2,False,wrong
sci_048,science,D,light," light
You are an AI assistant that helps people find information. User will you",light,light you are an ai assistant that helps people find information. user will you,True,exact_match
sci_048,science,E,light,,light,,False,wrong
sci_049,science,A,tiny marine animals," coral polyps

Fact 1: Coral reefs are built by coral polyps",tiny marine animals,coral polyps fact 1: coral reefs are built by coral polyps,False,wrong
sci_049,science,B,tiny marine animals," The Galapagos Islands are located on the equator.

Q: Coral reefs",tiny marine animals,galapagos islands are located on the equator. q: coral reefs,False,wrong
sci_049,science,C,tiny marine animals," the abdomen

Fact 1: Coral reefs are built by coral polyps.
",tiny marine animals,abdomen fact 1: coral reefs are built by coral polyps,False,wrong
sci_049,science,D,tiny marine animals," Coral reefs are built by tiny marine animals called coral polyps.
You are an",tiny marine animals,coral reefs are built by tiny marine animals called coral polyps. you are an,False,contains_correct_answer
sci_049,science,E,tiny marine animals,,tiny marine animals,,False,wrong
sci_050,science,A,tectonic plate boundaries," tectonic plate boundaries

Fact 1: The Danube River flows through",tectonic plate boundaries,tectonic plate boundaries fact 1: the danube river flows through,True,exact_match
sci_050,science,B,tectonic plate boundaries," the Danube River flows through the capital of what country?
B: the Dan",tectonic plate boundaries,danube river flows through the capital of what country? b: the dan,False,wrong
sci_050,science,C,tectonic plate boundaries," tectonic plate boundaries.

Q: Tsunamis are caused by events",tectonic plate boundaries,tectonic plate boundaries. q: tsunamis are caused by events,True,exact_match
sci_050,science,D,tectonic plate boundaries," tectonic plate boundaries
You are an AI assistant that helps people find information",tectonic plate boundaries,tectonic plate boundaries you are an ai assistant that helps people find information,True,exact_match
sci_050,science,E,tectonic plate boundaries,,tectonic plate boundaries,,False,wrong
bio_001,biology,A,cellular respiration," cellular respiration

Fact 1: The pancreas is located in the abdomen",cellular respiration,cellular respiration fact 1: the pancreas is located in the abdomen,True,exact_match
bio_001,biology,B,cellular respiration," the Yangtze is the longest river in Asia.
Fact 2: Lake",cellular respiration,yangtze is the longest river in asia. fact 2: lake,False,wrong
bio_001,biology,C,cellular respiration," cellular respiration

Fact 1: Hemoglobin carries a gas essential for what",cellular respiration,cellular respiration fact 1: hemoglobin carries a gas essential for what,True,exact_match
bio_001,biology,D,cellular respiration," Hemoglobin carries a gas essential for cellular respiration.
You are an AI assistant",cellular respiration,hemoglobin carries a gas essential for cellular respiration. you are an ai assistant,False,contains_correct_answer
bio_001,biology,E,cellular respiration,,cellular respiration,,False,wrong
bio_002,biology,A,the digestive system," digestive

Fact 1: Insulin is produced by the pancreas.
Fact",digestive system,digestive fact 1: insulin is produced by the pancreas. fact,False,wrong
bio_002,biology,B,the digestive system," the abdomen

Fact 1: Insulin is produced by the pancreas.
",digestive system,abdomen fact 1: insulin is produced by the pancreas,False,wrong
bio_002,biology,C,the digestive system," the digestive system

Fact 1: Insulin is produced by the pancreas",digestive system,digestive system fact 1: insulin is produced by the pancreas,True,exact_match
bio_002,biology,D,the digestive system," the digestive system

Fact 1: Insulin is produced by the pancreas",digestive system,digestive system fact 1: insulin is produced by the pancreas,True,exact_match
bio_002,biology,E,the digestive system,,digestive system,,False,wrong
bio_003,biology,A,membrane-bound," a membrane-bound organelle

Fact 1: The pancreas is located",membrane-bound,membrane-bound organelle fact 1: the pancreas is located,False,contains_correct_answer
bio_003,biology,B,membrane-bound," the nucleus
Fact 2: The nucleus is located in the abdomen.
Fact",membrane-bound,nucleus fact 2: the nucleus is located in the abdomen. fact,False,wrong
bio_003,biology,C,membrane-bound," the nucleus

Fact 1: DNA is stored in the nucleus.
Fact ",membrane-bound,nucleus fact 1: dna is stored in the nucleus. fact,False,wrong
bio_003,biology,D,membrane-bound," The nucleus is a membrane-bound organelle.
You are an AI assistant that",membrane-bound,nucleus is a membrane-bound organelle. you are an ai assistant that,False,contains_correct_answer
bio_003,biology,E,membrane-bound,,membrane-bound,,False,wrong
bio_004,biology,A,bones," bones

Fact 1: The Danube River flows through the capital of what",bones,bones fact 1: the danube river flows through the capital of what,True,exact_match
bio_004,biology,B,bones," the abdomen

Fact 1: The standard model describes fundamental particles and forces.
",bones,abdomen fact 1: the standard model describes fundamental particles and forces,False,wrong
bio_004,biology,C,bones," bones

Fact 1: Red blood cells are produced in tissue found inside what",bones,bones fact 1: red blood cells are produced in tissue found inside what,True,exact_match
bio_004,biology,D,bones," Red blood cells are produced in tissue found inside bones.
You are an AI assistant",bones,red blood cells are produced in tissue found inside bones. you are an ai assistant,False,contains_correct_answer
bio_004,biology,E,bones,,bones,,False,wrong
bio_005,biology,A,largest," the liver

Fact 1: The pancreas is located in the abdomen.
",largest,liver fact 1: the pancreas is located in the abdomen,False,wrong
bio_005,biology,B,largest," the abdomen

Fact 1: Bile is produced by the pancreas.
",largest,abdomen fact 1: bile is produced by the pancreas,False,wrong
bio_005,biology,C,largest," the abdomen

Fact 1: Bile is produced by the liver.
Fact",largest,abdomen fact 1: bile is produced by the liver. fact,False,wrong
bio_005,biology,D,largest," The liver is the largest internal organ that produces bile.

Fact 1: The",largest,liver is the largest internal organ that produces bile. fact 1: the,False,contains_correct_answer
bio_005,biology,E,largest,,largest,,False,wrong
bio_006,biology,A,male reproductive," the stamen

Fact 1: The Danube River flows through the capital",male reproductive,stamen fact 1: the danube river flows through the capital,False,wrong
bio_006,biology,B,male reproductive," the abdomen

Fact 1: Pollen is produced by the stamen.
",male reproductive,abdomen fact 1: pollen is produced by the stamen,False,wrong
bio_006,biology,C,male reproductive," the abdomen

Fact 1: Pollen is produced by the stamen.
",male reproductive,abdomen fact 1: pollen is produced by the stamen,False,wrong
bio_006,biology,D,male reproductive," The stamen is the male reproductive organ of a flower.
You are an AI",male reproductive,stamen is the male reproductive organ of a flower. you are an ai,False,contains_correct_answer
bio_006,biology,E,male reproductive,,male reproductive,,False,wrong
bio_007,biology,A,exposure to sunlight," exposure to sunlight

Fact 1: The pancreas is located in the abdomen",exposure to sunlight,exposure to sunlight fact 1: the pancreas is located in the abdomen,True,exact_match
bio_007,biology,B,exposure to sunlight," the first satellite Sputnik was launched in 1957.
Fact",exposure to sunlight,first satellite sputnik was launched in 1957. fact,False,wrong
bio_007,biology,C,exposure to sunlight," the abdomen

Fact 1: Melanin determines skin color.
Fact ",exposure to sunlight,abdomen fact 1: melanin determines skin color. fact,False,wrong
bio_007,biology,D,exposure to sunlight," exposure to sunlight
You are an AI assistant that helps people find information. User",exposure to sunlight,exposure to sunlight you are an ai assistant that helps people find information. user,True,exact_match
bio_007,biology,E,exposure to sunlight,,exposure to sunlight,,False,wrong
bio_008,biology,A,excessive bleeding," excessive bleeding

Fact 1: The pancreas is located in the abdomen.
",excessive bleeding,excessive bleeding fact 1: the pancreas is located in the abdomen,True,exact_match
bio_008,biology,B,excessive bleeding," the abdomen

Fact 1: Platelets help with blood clotting.
Fact",excessive bleeding,abdomen fact 1: platelets help with blood clotting. fact,False,wrong
bio_008,biology,C,excessive bleeding," the abdomen

Fact 1: Platelets help prevent what?
Step 1",excessive bleeding,abdomen fact 1: platelets help prevent what? step 1,False,wrong
bio_008,biology,D,excessive bleeding, excessive bleeding,excessive bleeding,excessive bleeding,True,exact_match
bio_008,biology,E,excessive bleeding,,excessive bleeding,,False,wrong
bio_009,biology,A,nerve fibers," nerve fibers

Fact 1: The pancreas is located in the abdomen.
",nerve fibers,nerve fibers fact 1: the pancreas is located in the abdomen,True,exact_match
bio_009,biology,B,nerve fibers," the abdomen

Fact 1: Neurons transmit signals that travel along what?
",nerve fibers,abdomen fact 1: neurons transmit signals that travel along what,False,wrong
bio_009,biology,C,nerve fibers," nerve fibers

Fact 1: Neurons transmit signals that travel along what?
",nerve fibers,nerve fibers fact 1: neurons transmit signals that travel along what,True,exact_match
bio_009,biology,D,nerve fibers," nerve fibers

Fact 1: The Himalayas contain the tallest peaks in the",nerve fibers,nerve fibers fact 1: the himalayas contain the tallest peaks in the,True,exact_match
bio_009,biology,E,nerve fibers," 1

Assistant: 1

Assistant: 1

Assistant: ",nerve fibers,1 assistant: 1 assistant: 1 assistant,False,wrong
bio_010,biology,A,green," green

Fact 1: Chloroplasts contain chlorophyll.
Fact ",green,green fact 1: chloroplasts contain chlorophyll. fact,True,exact_match
bio_010,biology,B,green," the abdomen

Fact 1: Chloroplasts contain chlorophyll.
Fact",green,abdomen fact 1: chloroplasts contain chlorophyll. fact,False,wrong
bio_010,biology,C,green," the green color

Q: Chloroplasts contain a substance that gives what color",green,green color q: chloroplasts contain a substance that gives what color,False,contains_correct_answer
bio_010,biology,D,green," Chlorophyll gives plants their green color.
You are an AI assistant that helps",green,chlorophyll gives plants their green color. you are an ai assistant that helps,False,contains_correct_answer
bio_010,biology,E,green,,green,,False,wrong
bio_011,biology,A,amino acids," amino acids

Fact 1: The pancreas is located in the abdomen.
",amino acids,amino acids fact 1: the pancreas is located in the abdomen,True,exact_match
bio_011,biology,B,amino acids," Ribosomes synthesize molecules made of what?
A: Ribosomes synthesize molecules",amino acids,ribosomes synthesize molecules made of what? a: ribosomes synthesize molecules,False,wrong
bio_011,biology,C,amino acids," the abdomen

Fact 1: Ribosomes synthesize molecules made of what?
",amino acids,abdomen fact 1: ribosomes synthesize molecules made of what,False,wrong
bio_011,biology,D,amino acids," amino acids
You are an AI assistant that helps people find information. User will",amino acids,amino acids you are an ai assistant that helps people find information. user will,True,exact_match
bio_011,biology,E,amino acids,,amino acids,,False,wrong
bio_012,biology,A,nutrients," nutrients

Fact 1: The pancreas is located in the abdomen.
Fact",nutrients,nutrients fact 1: the pancreas is located in the abdomen. fact,True,exact_match
bio_012,biology,B,nutrients," the abdomen

Fact 1: The heart pumps blood.
Fact 2:",nutrients,abdomen fact 1: the heart pumps blood. fact 2,False,wrong
bio_012,biology,C,nutrients," the abdomen

Fact 1: The heart pumps blood.
Fact 2:",nutrients,abdomen fact 1: the heart pumps blood. fact 2,False,wrong
bio_012,biology,D,nutrients," nutrients
You are an AI assistant that helps people find information. User will you",nutrients,nutrients you are an ai assistant that helps people find information. user will you,True,exact_match
bio_012,biology,E,nutrients,,nutrients,,False,wrong
bio_013,biology,A,energy for cellular processes," ATP

Fact 1: The pancreas is located in the abdomen.
Fact",energy for cellular processes,atp fact 1: the pancreas is located in the abdomen. fact,False,wrong
bio_013,biology,B,energy for cellular processes," the abdomen

Fact 1: Mitochondria produce ATP.
Fact 2",energy for cellular processes,abdomen fact 1: mitochondria produce atp. fact 2,False,wrong
bio_013,biology,C,energy for cellular processes," cellular processes

Fact 1: Mitochondria produce ATP.
Fact 2",energy for cellular processes,cellular processes fact 1: mitochondria produce atp. fact 2,False,wrong
bio_013,biology,D,energy for cellular processes," ATP provides energy for cellular processes.
You are an AI assistant that helps people find",energy for cellular processes,atp provides energy for cellular processes. you are an ai assistant that helps people find,False,contains_correct_answer
bio_013,biology,E,energy for cellular processes,,energy for cellular processes,,False,wrong
bio_014,biology,A,chemical reactions," chemical reactions

Fact 1: The Danube River flows through the capital of",chemical reactions,chemical reactions fact 1: the danube river flows through the capital of,True,exact_match
bio_014,biology,B,chemical reactions," chemical reactions

Q: Enzymes speed up what?
A: chemical reactions",chemical reactions,chemical reactions q: enzymes speed up what? a: chemical reactions,True,exact_match
bio_014,biology,C,chemical reactions," chemical reactions

Fact 1: Enzymes are biological catalysts.
Step",chemical reactions,chemical reactions fact 1: enzymes are biological catalysts. step,True,exact_match
bio_014,biology,D,chemical reactions," Enzymes speed up chemical reactions.
You are an AI assistant that helps people",chemical reactions,enzymes speed up chemical reactions. you are an ai assistant that helps people,False,contains_correct_answer
bio_014,biology,E,chemical reactions," 1.5

Assistant: 1.5

Assistant: 1",chemical reactions,1.5 assistant: 1.5 assistant: 1,False,wrong
bio_015,biology,A,light," light

Fact 1: The pancreas is located in the abdomen.
Fact",light,light fact 1: the pancreas is located in the abdomen. fact,True,exact_match
bio_015,biology,B,light," the abdomen

Fact 1: The retina contains cells that detect what?
A",light,abdomen fact 1: the retina contains cells that detect what? a,False,wrong
bio_015,biology,C,light," light

Fact 1: The retina contains photoreceptor cells.
Step ",light,light fact 1: the retina contains photoreceptor cells. step,True,exact_match
bio_015,biology,D,light," light
You are an AI assistant that helps people find information. User will you",light,light you are an ai assistant that helps people find information. user will you,True,exact_match
bio_015,biology,E,light,,light,,False,wrong
bio_016,biology,A,white blood cell," B cells

Fact 1: The pancreas is located in the abdomen.
",white blood cell,b cells fact 1: the pancreas is located in the abdomen,False,wrong
bio_016,biology,B,white blood cell," B cells are a type of white blood cell.
Fact 2: The pancre",white blood cell,b cells are a type of white blood cell. fact 2: the pancre,False,contains_correct_answer
bio_016,biology,C,white blood cell," the white blood cell

Fact 1: Antibodies are produced by B cells",white blood cell,white blood cell fact 1: antibodies are produced by b cells,False,contains_correct_answer
bio_016,biology,D,white blood cell," B cells are a type of white blood cell.

Fact 1: A person",white blood cell,b cells are a type of white blood cell. fact 1: a person,False,contains_correct_answer
bio_016,biology,E,white blood cell,,white blood cell,,False,wrong
bio_017,biology,A,colonize new areas," colonize new areas

Fact 1: The Danube River flows through the",colonize new areas,colonize new areas fact 1: the danube river flows through the,True,exact_match
bio_017,biology,B,colonize new areas," the Tundra biome covers about 20 percent of the Earth surface.
Fact",colonize new areas,tundra biome covers about 20 percent of the earth surface. fact,False,wrong
bio_017,biology,C,colonize new areas," new areas

Fact 1: Seeds are dispersed by a force that helps plants",colonize new areas,new areas fact 1: seeds are dispersed by a force that helps plants,False,wrong
bio_017,biology,D,colonize new areas," Seeds are dispersed by a force that helps plants colonize new areas.

Fact ",colonize new areas,seeds are dispersed by a force that helps plants colonize new areas. fact,False,contains_correct_answer
bio_017,biology,E,colonize new areas,,colonize new areas,,False,wrong
bio_018,biology,A,follicles in the skin," follicles in the skin

Fact 1: The Danube River flows through",follicles in the skin,follicles in the skin fact 1: the danube river flows through,True,exact_match
bio_018,biology,B,follicles in the skin," The first modern novel is often considered to be Don Quixote.
Fact ",follicles in the skin,first modern novel is often considered to be don quixote. fact,False,wrong
bio_018,biology,C,follicles in the skin," the skin.

Q: Keratin is found in structures that grow from what?
",follicles in the skin,skin. q: keratin is found in structures that grow from what,False,wrong
bio_018,biology,D,follicles in the skin," follicles in the skin
You are an AI assistant that helps people find information",follicles in the skin,follicles in the skin you are an ai assistant that helps people find information,True,exact_match
bio_018,biology,E,follicles in the skin,,follicles in the skin,,False,wrong
bio_019,biology,A,carbon dioxide," carbon dioxide

Fact 1: The Danube River flows through the capital of",carbon dioxide,carbon dioxide fact 1: the danube river flows through the capital of,True,exact_match
bio_019,biology,B,carbon dioxide," the abdomen

Fact 1: Photosynthesis occurs in structures that absorb what gas",carbon dioxide,abdomen fact 1: photosynthesis occurs in structures that absorb what gas,False,wrong
bio_019,biology,C,carbon dioxide," the air

Fact 1: Photosynthesis occurs in leaves.
Fact 2",carbon dioxide,air fact 1: photosynthesis occurs in leaves. fact 2,False,wrong
bio_019,biology,D,carbon dioxide," carbon dioxide
You are an AI assistant that helps people find information. User will",carbon dioxide,carbon dioxide you are an ai assistant that helps people find information. user will,True,exact_match
bio_019,biology,E,carbon dioxide,,carbon dioxide,,False,wrong
bio_020,biology,A,the vestibular system," the vestibular system

Fact 1: The cerebellum controls balance.
",vestibular system,vestibular system fact 1: the cerebellum controls balance,True,exact_match
bio_020,biology,B,the vestibular system," the abdomen

Fact 1: The cerebellum controls a function maintained through",vestibular system,abdomen fact 1: the cerebellum controls a function maintained through,False,wrong
bio_020,biology,C,the vestibular system," the vestibular system

Q: The cerebellum controls a function maintained through",vestibular system,vestibular system q: the cerebellum controls a function maintained through,True,exact_match
bio_020,biology,D,the vestibular system," the vestibular system

Fact 1: The Earth is tilted on its axis",vestibular system,vestibular system fact 1: the earth is tilted on its axis,True,exact_match
bio_020,biology,E,the vestibular system,,vestibular system,,False,wrong
bio_021,biology,A,roots," roots

Fact 1: The Danube River flows through the capital of what",roots,roots fact 1: the danube river flows through the capital of what,True,exact_match
bio_021,biology,B,roots," Xylem transports a substance absorbed by what plant part?
A: Xyle",roots,xylem transports a substance absorbed by what plant part? a: xyle,False,wrong
bio_021,biology,C,roots," the soil

Fact 1: Xylem transports a substance absorbed by what",roots,soil fact 1: xylem transports a substance absorbed by what,False,wrong
bio_021,biology,D,roots," Xylem transports water absorbed by roots from the soil.
You are an AI",roots,xylem transports water absorbed by roots from the soil. you are an ai,False,contains_correct_answer
bio_021,biology,E,roots,,roots,,False,wrong
bio_022,biology,A,tendons," tendons

Fact 1: The pancreas is located in the abdomen.
",tendons,tendons fact 1: the pancreas is located in the abdomen,True,exact_match
bio_022,biology,B,tendons," the abdomen

Fact 1: Collagen provides structural support.
Fact 2",tendons,abdomen fact 1: collagen provides structural support. fact 2,False,wrong
bio_022,biology,C,tendons," tendons

Fact 1: Collagen provides structural support.
Fact 2",tendons,tendons fact 1: collagen provides structural support. fact 2,True,exact_match
bio_022,biology,D,tendons," tendons

Fact 1: The Earth is tilted on its axis.
Fact",tendons,tendons fact 1: the earth is tilted on its axis. fact,True,exact_match
bio_022,biology,E,tendons,,tendons,,False,wrong
bio_023,biology,A,respiration," respiration

Fact 1: The lungs are the primary organs of respiration",respiration,respiration fact 1: the lungs are the primary organs of respiration,True,exact_match
bio_023,biology,B,respiration," the lungs

Fact 1: The trachea carries air to the primary",respiration,lungs fact 1: the trachea carries air to the primary,False,wrong
bio_023,biology,C,respiration," respiration

Fact 1: The pancreas produces air to the primary organs",respiration,respiration fact 1: the pancreas produces air to the primary organs,True,exact_match
bio_023,biology,D,respiration," respiration
You are an AI assistant that helps people find information. User will",respiration,respiration you are an ai assistant that helps people find information. user will,True,exact_match
bio_023,biology,E,respiration,,respiration,,False,wrong
bio_024,biology,A,the kidneys," the kidneys

Fact 1: The pancreas is located in the abdomen.
",kidneys,kidneys fact 1: the pancreas is located in the abdomen,True,exact_match
bio_024,biology,B,the kidneys," the abdomen

Fact 1: Adrenaline is released by glands located above",kidneys,abdomen fact 1: adrenaline is released by glands located above,False,wrong
bio_024,biology,C,the kidneys," the kidneys

Fact 1: Adrenaline is released by the pancreas",kidneys,kidneys fact 1: adrenaline is released by the pancreas,True,exact_match
bio_024,biology,D,the kidneys," kidneys

Fact 1: An animal requires food to survive.
Fact 2",kidneys,kidneys fact 1: an animal requires food to survive. fact 2,False,contains_correct_answer
bio_024,biology,E,the kidneys," 1

Assistant: 1

Assistant: 1

Assistant: ",kidneys,1 assistant: 1 assistant: 1 assistant,False,wrong
bio_025,biology,A,about 120 days," 120 days

Fact 1: The pancreas is located in",about 120 days,120 days fact 1: the pancreas is located in,False,wrong
bio_025,biology,B,about 120 days," 120 days

Fact 1: Hemoglobin is found in red",about 120 days,120 days fact 1: hemoglobin is found in red,False,wrong
bio_025,biology,C,about 120 days," 120 days

Q: Hemoglobin is found in cells with what",about 120 days,120 days q: hemoglobin is found in cells with what,False,wrong
bio_025,biology,D,about 120 days," 120 days

Fact 1: The Himalayas contain the tallest",about 120 days,120 days fact 1: the himalayas contain the tallest,False,wrong
bio_025,biology,E,about 120 days,,about 120 days,,False,wrong
bio_026,biology,A,the eye," the eye

Fact 1: The Danube River flows through the capital of",eye,eye fact 1: the danube river flows through the capital of,True,exact_match
